Aeg,Temperatuur,Niiskus,&Otilde;hur&otilde;hk,Tuulekiirus,Tuulesuund,Sademed,Kiirgusvoog
2021-12-0513:00:00,-11.7319736842,77.5015131579,1015.81333333,3.57449497074801,41.2296790166831,0,83.1783871416
2021-12-0513:05:00,-11.8590769231,77.0444175824,1015.89923333,2.92253783557155,62.7309711457811,0,58.4339568631
2021-12-0513:10:00,-11.9915131579,76.4725877193,1015.93596667,3.2216580303816,58.7037377860623,0,124.405239907
2021-12-0513:15:00,-12.0705714286,76.7870549451,1016.0062,3.12705059745246,63.1194050313919,0,128.43287433
2021-12-0513:20:00,-12.1917982456,77.3373684211,1016.02586667,3.67477116755437,42.0163979379918,0,82.9286429636
2021-12-0513:25:00,-12.1620879121,78.209032967,1016.10396667,2.98514500435727,53.2595516169192,0,66.1888765069
2021-12-0513:30:00,-12.1658461538,78.389010989,1016.17173333,2.90428741430454,52.4822401444289,0,59.4207718439
2021-12-0513:35:00,-12.2176535088,78.6935964912,1016.2054,3.24283170298066,42.6648111036349,0,50.093499674
2021-12-0513:40:00,-12.4295824176,78.1624395604,1016.22416667,3.41092670352289,48.0823845835071,0,75.1949633007
2021-12-0513:45:00,-12.2727850877,78.1113377193,1016.25256667,1.92016745135678,52.4830309804772,0,63.1308719008
2021-12-0513:50:00,-12.4598241758,78.0273846154,1016.29546667,3.15666551887519,47.2305583526911,0,61.4057880737
2021-12-0513:55:00,-12.5528070175,78.8129385965,1016.3413,3.39356911960165,39.90358748321,0,70.6521355275
2021-12-0514:00:00,-12.5832527473,79.2703516484,1016.3637,3.3507648031001,35.8868953567561,0,55.6382464769
2021-12-0514:05:00,-12.6374342105,79.3208333333,1016.3928,2.7358442800573,38.2123733694666,0,40.3497329237
2021-12-0514:10:00,-12.6714254386,79.3394298246,1016.38219269,2.18844382040514,56.3727429013889,0,36.6690588657
2021-12-0514:15:00,-12.7107032967,79.2551208791,1016.3376,3.03011335116408,35.8255388146215,0,48.6740586795
2021-12-0514:20:00,-12.8010940919,80.0145295405,1016.32836667,2.68723093507104,43.1597134634051,0,55.2980984653
2021-12-0514:25:00,-12.8086622807,79.9244078947,1016.35786667,3.03326407266395,38.6632744918561,0,50.9188309352
2021-12-0514:30:00,-12.7926535088,79.6875,1016.34133333,3.53744801050332,47.6080704190356,0,45.5108602293
2021-12-0514:35:00,-12.8167912088,79.5592747253,1016.3401,3.04663343742136,43.5400503664841,0,38.8392738982
2021-12-0514:40:00,-12.847956044,79.6629230769,1016.3418,4.176024075942,48.5367914927612,0,33.6524780015
2021-12-0514:45:00,-12.8177412281,79.7054824561,1016.43013333,2.56996721069117,53.5790039270804,0,27.4623187203
2021-12-0514:50:00,-12.8556923077,79.5092967033,1016.50596667,3.05739939657334,48.512058742868,0,20.6802240748
2021-12-0514:55:00,-12.9216263736,79.8438461538,1016.5712,2.41961114986904,52.4747574893158,0,20.4760136018
2021-12-0515:00:00,-12.9085087719,79.9347587719,1016.5751,2.44730893222756,56.0037588448173,0,19.0515817303
2021-12-0515:05:00,-12.9592307692,80.2203516484,1016.636,1.66170105666937,53.5075483055243,0,15.0982680936
2021-12-0515:10:00,-12.9537362637,80.1054945055,1016.69913333,2.30920109203859,47.4438400415394,0,10.7939546714
2021-12-0515:15:00,-13.0539912281,80.4085526316,1016.7224,2.06578162938238,39.8000029288727,0,8.9248729621
2021-12-0515:20:00,-13.1492967033,80.7012967033,1016.72556667,2.97261279241194,45.201484924404,0,7.46496678934
2021-12-0515:25:00,-13.1957017544,81.000372807,1016.7453,2.64090255071275,45.9532349274697,0,7.0443790617
2021-12-0515:30:00,-13.2663596491,81.2530482456,1016.76626667,2.49734162374603,43.2181631248728,0,5.87858248761
2021-12-0515:35:00,-13.3472967033,81.718043956,1016.7503,2.48989731852652,44.0377698230696,0,4.75827069218
2021-12-0515:40:00,-13.3786622807,82.0991885965,1016.79574751,2.60105772642219,43.4327230018305,0,3.18783234495
2021-12-0515:45:00,-13.4333552632,82.1815131579,1016.8836,3.05745396614069,44.7211763820347,0,1.58412517643
2021-12-0515:50:00,-13.4931428571,82.3315604396,1016.9379,3.14902855497841,42.7259390771147,0,1.20915556403
2021-12-0515:55:00,-13.5031868132,82.1618461538,1016.98856667,2.99864051719923,45.644256767161,0,2.14000082198
2021-12-0516:00:00,-13.5256043956,81.8980659341,1017.0164,3.24618229626057,43.3977008485801,0,2.24699242803
2021-12-0516:05:00,-13.5732894737,81.7722587719,1017.03463333,3.29194311464479,46.6212473799652,0,2.81260367205
2021-12-0516:10:00,-13.6026535088,81.6830921053,1017.03886667,3.57578750613453,41.8561924925671,0,3.10031080239
2021-12-0516:15:00,-13.6111842105,81.4223684211,1017.08186667,3.36393058519552,47.646645058589,0,2.60713208284
2021-12-0516:20:00,-13.6122587719,81.2774342105,1017.17103333,3.02776324372786,45.2641624448743,0,1.97259320403
2021-12-0516:25:00,-13.6446153846,81.2529450549,1017.20766667,3.3306289587141,47.9861273187267,0,2.21304602281
2021-12-0516:30:00,-13.7073903509,81.2691447368,1017.19133333,3.457427870562,45.435719515413,0,1.82048779825
2021-12-0516:35:00,-13.744043956,81.3520879121,1017.21366667,3.2923710820644,51.3694083952821,0,2.2315019256
2021-12-0516:40:00,-13.7714945055,81.5774285714,1017.28383333,2.87230667942935,48.3210294323968,0,2.01253125954
2021-12-0516:45:00,-13.7620175439,81.5404824561,1017.36743333,2.33722098680903,57.7135196060391,0,1.64944932512
2021-12-0516:50:00,-13.7598901099,81.5423076923,1017.38953333,3.34594950171929,56.3805390722482,0,0.769981561145
2021-12-0516:55:00,-13.7386153846,81.820989011,1017.3908,3.58254901852562,54.7361451857761,0,0.919509557183
2021-12-0517:00:00,-13.7376096491,82.1348903509,1017.45890365,3.00307043660688,62.847481566097,0,1.8575808372
2021-12-0517:05:00,-13.7335087719,82.2069078947,1017.5101,3.61650182605335,54.4595443156689,0,3.24868202117
2021-12-0517:10:00,-13.7241666667,82.3729166667,1017.54193333,3.79464889769865,61.0524788582557,0,2.68833080718
2021-12-0517:15:00,-13.6687061404,82.5472587719,1017.52033333,3.76591749936372,49.8965148308904,0,3.15084063168
2021-12-0517:20:00,-13.6337802198,82.6727912088,1017.5962,3.0430079944417,51.2654529103519,0,3.15405903744
2021-12-0517:25:00,-13.6125714286,82.8117802198,1017.64913333,3.51777693936652,55.9749322527836,0,3.12760560336
2021-12-0517:30:00,-13.5612061404,82.9178947368,1017.7483,3.68947187821494,63.232327477042,0,2.47104559543
2021-12-0517:35:00,-13.5188815789,82.9776535088,1017.81103333,4.13570844119058,65.0979514783648,0,1.99559504891
2021-12-0517:40:00,-13.5625,83.0471491228,1017.8231,5.18268605015242,75.7926008034378,0,2.61732219973
2021-12-0517:45:00,-13.6512691466,83.3018380744,1017.80646667,4.5781384511141,80.3053034190189,0,2.79869433423
2021-12-0517:50:00,-13.6407439825,83.5323413567,1017.825,4.60297121735274,78.7334389513319,0,3.08438968594
2021-12-0517:55:00,-13.731356674,83.5081838074,1017.88896667,4.25129710847335,79.6308130732646,0,2.94598940823
2021-12-0518:00:00,-13.7587308534,83.536214442,1017.91606667,3.93744497026801,78.0970401274242,0,3.13124807923
2021-12-0518:05:00,-13.737571116,83.6396498906,1017.94633333,3.91137775517535,75.5132000731209,0,3.54113860605
2021-12-0518:10:00,-13.8095185996,83.5743544858,1017.95033333,3.83483987786829,77.8590500116964,0,2.88771758044
2021-12-0518:15:00,-13.8569650655,83.838558952,1018.00083333,3.35009612735217,84.6312974863838,0,3.26170904941
2021-12-0518:20:00,-13.8886244541,83.9004148472,1018.01783333,4.12912037193187,85.2518572985342,0,2.77738694318
2021-12-0518:25:00,-13.9591484716,83.8709388646,1018.02355482,4.20713264323551,86.1625528402035,0,3.08366275698
2021-12-0518:30:00,-13.9588646288,83.9104803493,1018.15576667,3.6425017247384,77.929265994449,0,3.20282421719
2021-12-0518:35:00,-13.9242139738,83.8940611354,1018.2013,3.67631067278695,73.2826681909584,0,3.1416377685
2021-12-0518:40:00,-13.9718380744,83.6948796499,1018.26926667,4.1171083778714,74.3541977847023,0,3.29085209442
2021-12-0518:45:00,-13.9629102845,83.753785558,1018.3365,3.53436634790178,80.6299117996291,0,3.70077212236
2021-12-0518:50:00,-13.8947712418,83.8752287582,1018.34906667,2.1594619221933,67.2963877773993,0,3.40003015877
2021-12-0518:55:00,-13.8724945295,83.7092778993,1018.33793333,3.44019284900945,70.79734195851,0,3.23966018984
2021-12-0519:00:00,-14.0569298246,83.6508552632,1018.34216667,4.10703690378207,70.271907689679,0,3.08157663827
2021-12-0519:05:00,-14.0237117904,83.9132532751,1018.3867,3.56654975965919,63.8631419035767,0,3.06994618558
2021-12-0519:10:00,-14.0057675439,83.6247368421,1018.40043333,3.24493154528892,52.758596320456,0,2.79793568984
2021-12-0519:15:00,-14.1306798246,83.2752850877,1018.40313333,4.60264512958461,61.4257366400193,0,2.48733405606
2021-12-0519:20:00,-14.1911622807,83.5973245614,1018.4012,3.17344803999836,64.0071588491865,0,2.24238425602
2021-12-0519:25:00,-14.1748684211,83.6183552632,1018.32466667,3.9357808660223,55.5800546948557,0,1.96559124318
2021-12-0519:30:00,-14.2869010989,83.4805714286,1018.2805,4.23639328440348,55.2544791537423,0,2.03056517457
2021-12-0519:35:00,-14.3222538293,83.6710722101,1018.29623333,4.04759665392282,46.913245694698,0,2.05429270287
2021-12-0519:40:00,-14.2934285714,83.5191648352,1018.30526667,3.52603699870691,52.0282478349033,0,1.80905476986
2021-12-0519:45:00,-14.3731798246,83.3941885965,1018.35136667,3.69898496780048,54.6036867220451,0,2.38622195817
2021-12-0519:50:00,-14.3517763158,83.4406140351,1018.48710963,2.22353604555959,48.903905640594,0,2.36184839381
2021-12-0519:55:00,-14.3823245614,83.3277850877,1018.53453333,3.69378190672439,57.9745026644553,0,2.79917765963
2021-12-0520:00:00,-14.4398903509,83.3221052632,1018.57446667,2.54767424071555,54.6665029744357,0,2.45320265983
2021-12-0520:05:00,-14.5310964912,83.659495614,1018.55193333,2.92253581695569,42.5624333202711,0,2.11279546187
2021-12-0520:10:00,-14.6144736842,83.9855701754,1018.54256667,3.20343609973251,52.0481901288803,0,2.02276230059
2021-12-0520:15:00,-14.6591885965,84.0725219298,1018.54016667,3.26219430977405,50.2638788940246,0,1.86879195342
2021-12-0520:20:00,-14.7772149123,84.072127193,1018.48633333,3.43750273491294,36.6970569155222,0,1.86224408714
2021-12-0520:25:00,-14.9018640351,84.2208991228,1018.46666667,3.36053029009188,38.4171686273449,0,2.48909315185
2021-12-0520:30:00,-14.9323076923,84.1941978022,1018.46856667,2.84964570274632,50.2229612391809,0,2.30508295831
2021-12-0520:35:00,-15.0274780702,84.0351535088,1018.4316,3.97088220050378,39.6614704979807,0,2.59642542088
2021-12-0520:40:00,-15.0985526316,84.0695614035,1018.4727,3.73655281346955,54.8539905802038,0,2.33875475965
2021-12-0520:45:00,-15.1261978022,84.1462637363,1018.52066667,2.59264303956889,51.2619325451071,0,2.37453357101
2021-12-0520:50:00,-15.1591447368,84.178245614,1018.58246667,2.52033106589462,48.637476589385,0,2.11232741702
2021-12-0520:55:00,-15.2051868132,84.3705714286,1018.62416667,2.69472593478653,48.7596032915204,0,2.14774402831
2021-12-0521:00:00,-15.256754386,84.5043421053,1018.6476,2.42500319422756,43.3643136284497,0,2.20960839302
2021-12-0521:05:00,-15.3392105263,84.5966666667,1018.67353333,2.95603902579345,51.8217264424107,0,2.59087515902
2021-12-0521:10:00,-15.391978022,84.6995384615,1018.73803333,2.67508143977794,53.2976653352376,0,2.58322504292
2021-12-0521:15:00,-15.4660087719,84.7546929825,1018.82013333,2.4859378909316,50.3395438969359,0,2.26143201968
2021-12-0521:20:00,-15.491622807,84.8968421053,1018.85076412,2.73527236994376,54.3621608232546,0,2.44524356311
2021-12-0521:25:00,-15.548043956,84.8737362637,1018.89653333,2.21961722504004,40.8334730117819,0,2.74415982603
2021-12-0521:30:00,-15.5727631579,84.9926535088,1018.89443333,1.9362257674038,47.0341470922122,0,2.52921982871
2021-12-0521:35:00,-15.6577412281,84.9897149123,1018.8365,3.1740300078331,48.3304825096943,0,1.83609354621
2021-12-0521:40:00,-15.7054824561,85.1838157895,1018.86796667,2.56940427375956,53.1791235372435,0,1.85134461807
2021-12-0521:45:00,-15.7228070175,85.2235964912,1018.89346667,2.51783689815175,49.0690508896821,0,1.74164759133
2021-12-0521:50:00,-15.8038815789,85.1650219298,1018.88313333,2.49654527244029,38.8722595505227,0,2.0891976957
2021-12-0521:55:00,-15.8607017544,85.1752631579,1018.93683333,2.28070411794496,44.3317655794032,0,1.87166709448
2021-12-0522:00:00,-15.9133846154,85.0726593407,1018.91403333,2.74637862270229,39.6282291055256,0,1.29573088188
2021-12-0522:05:00,-15.94,85.0574342105,1018.91533333,2.39683596658062,43.4001845261081,0,1.28362630875
2021-12-0522:10:00,-15.9776923077,85.0073846154,1018.97166667,2.11805465033496,36.295817898222,0,2.16046660097
2021-12-0522:15:00,-15.9998903509,85.1132675439,1018.96733333,2.28019473014063,34.2065456681081,0,1.8476406766
2021-12-0522:20:00,-16.0260659341,85.0356263736,1018.9652,2.55701491524894,49.9275907794729,0,2.31628404775
2021-12-0522:25:00,-16.0614912281,84.8794078947,1018.96713333,2.47073928889322,51.1630335169734,0,1.92198096443
2021-12-0522:30:00,-16.0846153846,84.7818461538,1018.91383333,3.0913203080471,52.2553062787646,0,1.90636033617
2021-12-0522:35:00,-16.1221491228,84.7688157895,1018.92373333,2.79073261609096,37.9822882940956,0,1.62069119446
2021-12-0522:40:00,-16.1607252747,84.850967033,1018.94196667,2.48883595740001,40.1177674958773,0,2.06783344678
2021-12-0522:45:00,-16.2205701754,84.7775877193,1018.86518272,2.83845167577228,38.6479602690227,0,2.91588700044
2021-12-0522:50:00,-16.2474561404,84.9178947368,1018.93483333,3.2141311736438,43.9354435897872,0,2.77612612775
2021-12-0522:55:00,-16.2533333333,84.9097368421,1019.02843333,2.88166884028499,37.7087517739905,0,3.36021855277
2021-12-0523:00:00,-16.2274561404,85.0260526316,1019.0128,2.70404612927297,42.2542215091436,0,3.34682731423
2021-12-0523:05:00,-16.2042197802,84.9730769231,1019.02673333,3.09636413995871,49.840899312783,0,2.71544705839
2021-12-0523:10:00,-16.1819298246,84.9145614035,1019.0341,3.19115455867639,51.4150360373263,0,3.19144729954
2021-12-0523:15:00,-16.1173406593,84.7801098901,1018.99056667,3.2137637748203,49.7647496713288,0,2.5669477454
2021-12-0523:20:00,-16.0948903509,84.6735087719,1018.97646667,2.37411320100381,55.1337562517192,0,3.00524923598
2021-12-0523:25:00,-16.0124615385,84.8422197802,1018.90023333,3.0232718915224,57.5152294111441,0,3.18160125834
2021-12-0523:30:00,-16.0794725275,84.6741758242,1018.9479,3.72692703592532,53.4737525852131,0,2.93039671791
2021-12-0523:35:00,-16.009627193,84.8972149123,1018.9119,2.91846658100525,55.7078881860784,0,3.04735344977
2021-12-0523:40:00,-15.9873245614,84.6732236842,1018.85616667,3.84204231367504,51.7288263621628,0,3.47337386683
2021-12-0523:45:00,-15.9657802198,84.757010989,1018.9153,2.98643094940358,55.0276263851073,0,3.54726102821
2021-12-0523:50:00,-15.974122807,84.5741885965,1018.9511,3.39364516447449,55.8167344177843,0,3.63840737973
2021-12-0523:55:00,-15.9198684211,84.6327631579,1018.9558,3.48248381623623,59.7638337851127,0,3.83801531834
2021-12-0600:00:00,-15.9538021978,84.5050549451,1018.94993333,2.98729947467422,45.7845954920995,0,3.94089633969
2021-12-0600:05:00,-15.8761842105,84.5539692982,1019.01926667,2.76454006145487,45.0090372276478,0,3.91996456951
2021-12-0600:10:00,-15.9588131868,84.3516263736,1019.03093023,2.77368772461906,57.8375323072717,0,3.55139035585
2021-12-0600:15:00,-15.8768859649,84.5491008772,1018.99723333,3.09153544845508,54.1357957045445,0,3.72915372631
2021-12-0600:20:00,-15.8731578947,84.3306798246,1018.9958,2.97175028079226,48.9214473328277,0,4.18240446265
2021-12-0600:25:00,-15.8996923077,84.1594065934,1019.0331,2.86664023703625,60.799433257493,0,4.35019587564
2021-12-0600:30:00,-15.7829605263,84.407872807,1019.03016667,2.7786392403202,48.5829662405967,0,4.23509533541
2021-12-0600:35:00,-15.8252192982,84.0192105263,1019.0526,3.05371342890959,59.9533736787222,0,4.14965932191
2021-12-0600:40:00,-15.7983480176,84.0376431718,1018.9819,2.32409295426612,60.8601713559338,0,4.06162117383
2021-12-0600:45:00,-15.8115789474,84.036622807,1018.9513,3.08267490858408,46.9153369525778,0,3.99767118762
2021-12-0600:50:00,-15.743032967,84.1848131868,1018.9643,2.88423269250487,51.230908981106,0,4.07283040182
2021-12-0600:55:00,-15.7387061404,83.8975,1018.9948,3.09254210500843,71.6992173063279,0,3.82226334612
2021-12-0601:00:00,-15.7587032967,83.7278901099,1018.9914,3.47530303036256,59.8836760306484,0,3.65552765932
2021-12-0601:05:00,-15.7285307018,83.6971052632,1019.02706667,3.03012870211628,69.1198083512419,0,3.93169059123
2021-12-0601:10:00,-15.7327912088,83.6897582418,1019.03753333,3.77127455912159,58.9308499761333,0,4.07437038209
2021-12-0601:15:00,-15.7516885965,83.6051315789,1019.0903,3.67054395194023,78.6809601660296,0,3.47812545367
2021-12-0601:20:00,-15.6644615385,83.630989011,1019.12743333,3.03952369278934,70.8729654700959,0,3.75950574297
2021-12-0601:25:00,-15.6430482456,83.5468640351,1019.1042,3.33807758899324,69.0756986594529,0,4.03238207041
2021-12-0601:30:00,-15.634967033,83.5157142857,1019.11046667,3.1885024110074,68.4466862002859,0,4.03236844226
2021-12-0601:35:00,-15.596622807,83.4016008772,1019.13289037,2.95473554425189,49.4045020378498,0,3.71837740618
2021-12-0601:40:00,-15.6288571429,83.1885714286,1019.16033333,3.74329259087541,65.1592206673465,0,3.95329795074
2021-12-0601:45:00,-15.6383333333,83.2993859649,1019.13956667,3.40144794007314,59.9299338336439,0,3.95471024497
2021-12-0601:50:00,-15.6118461538,83.2964615385,1019.1197,3.0651161560938,61.3644274838234,0,3.99923842418
2021-12-0601:55:00,-15.5783552632,83.2648026316,1019.15806667,2.84433152595015,65.1382759773544,0,4.06090444011
2021-12-0602:00:00,-15.4838461538,83.4857802198,1019.15226667,2.93264854005963,45.1608286240436,0,4.49813751997
2021-12-0602:05:00,-15.4952850877,83.2223464912,1019.13303333,2.73054993710567,44.5595724706055,0,4.60645484291
2021-12-0602:10:00,-15.5283991228,83.4177631579,1019.13593333,2.54223008599515,43.4069421867832,0,4.79508114973
2021-12-0602:15:00,-15.5398681319,83.3567912088,1019.08933333,3.15160278497086,45.2139311308747,0,5.07315190482
2021-12-0602:20:00,-15.5373026316,83.2239254386,1019.08136667,2.78193538867029,57.794986886138,0,5.04834288823
2021-12-0602:25:00,-15.5413377193,82.990372807,1019.05946667,3.66649077022226,52.50134256616,0,5.20924049906
2021-12-0602:30:00,-15.552989011,83.3293406593,1019.05176667,2.51940227371604,50.9024731731162,0,5.16403589241
2021-12-0602:35:00,-15.5741447368,83.3562061404,1019.02803333,3.26985001104366,53.2120490344741,0,5.14075135868
2021-12-0602:40:00,-15.5689230769,83.3333186813,1018.96936667,3.21488774044764,40.2655830738634,0,5.11242611106
2021-12-0602:45:00,-15.5446710526,83.4646491228,1019.02216667,2.53828579789699,39.6716375856375,0,5.0263780098
2021-12-0602:50:00,-15.4761403509,83.5160307018,1019.06186667,2.46138139198409,77.8347509804909,0,5.03812673952
2021-12-0602:55:00,-15.4691868132,83.2778461538,1019.0395,2.45557642900411,58.1914494479905,0,4.578359183
2021-12-0603:00:00,-15.4108552632,83.2573026316,1019.02219269,2.42608602221901,53.4352115187873,0,4.88944241883
2021-12-0603:05:00,-15.4735307018,83.274495614,1019.03146667,2.21410242677479,62.143021163852,0,5.17828956095
2021-12-0603:10:00,-15.415032967,83.2770769231,1019.01863333,2.90491535437973,62.161278641812,0,5.13880328781
2021-12-0603:15:00,-15.3697368421,83.0672587719,1019.04753333,2.67343735137671,70.6508196984419,0,5.07932334927
2021-12-0603:20:00,-15.3959649123,83.0842763158,1019.0285,2.65888661505829,62.2400459575308,0,5.17237631654
2021-12-0603:25:00,-15.3970549451,83.0352087912,1019.0355,2.93794599641437,67.6444128918594,0,5.17437965371
2021-12-0603:30:00,-15.3335307018,83.0720175439,1018.99743333,2.14720973206443,71.761801513282,0,5.25778022821
2021-12-0603:35:00,-15.3451754386,82.8049342105,1019.02916667,2.73565582966914,59.0686003142731,0,5.29747299711
2021-12-0603:40:00,-15.4443296703,82.6417582418,1019.01856667,3.68774716687649,41.2759950041601,0,5.14986262265
2021-12-0603:45:00,-15.4380263158,82.8745833333,1019.00686667,3.23868412413171,46.5531371306092,0,5.17378653146
2021-12-0603:50:00,-15.3805701754,83.1250877193,1018.97096667,2.48098439482418,66.9508052472212,0,5.21258098945
2021-12-0603:55:00,-15.3778681319,82.8896263736,1018.93036667,2.57575995265098,40.5971729068514,0,5.15774197337
2021-12-0604:00:00,-15.3681798246,83.0017324561,1018.8821,2.55925627133375,35.8552728197346,0,5.06405982798
2021-12-0604:05:00,-15.4679385965,83.0553289474,1018.80583333,3.05362179228981,46.2422764335064,0,5.00467812592
2021-12-0604:10:00,-15.5495164835,83.0478901099,1018.84806667,3.5198417401785,51.3266969675118,0,5.11975552415
2021-12-0604:15:00,-15.5682017544,83.0811184211,1018.819,3.25193849911309,52.2145527827317,0,5.18135726344
2021-12-0604:20:00,-15.4926315789,83.0278070175,1018.80953333,2.48915391390213,55.9686127106061,0,5.18846758392
2021-12-0604:25:00,-15.5192967033,82.7927912088,1018.73368771,3.04011297715873,54.4193811084223,0,5.22710201186
2021-12-0604:30:00,-15.6292982456,82.6514912281,1018.64856667,3.45874807268147,52.7886860441801,0,5.1463193052
2021-12-0604:35:00,-15.6678070175,82.5778289474,1018.6225,3.52208701486459,55.2891564885503,0,5.14133708454
2021-12-0604:40:00,-15.606043956,82.8626813187,1018.6221,2.73798955046805,55.8485666019096,0,5.15733293049
2021-12-0604:45:00,-15.4800657895,83.0194517544,1018.5886,2.13597006926725,54.5199579619932,0,5.15465972934
2021-12-0604:50:00,-15.636021978,82.4440659341,1018.52693333,3.8857149758317,54.9661737374823,0,5.14320323437
2021-12-0604:55:00,-15.6834429825,82.4502631579,1018.49286667,3.32665137889983,63.4764780082915,0,5.07765642426
2021-12-0605:00:00,-15.5543296703,82.5458901099,1018.5414,2.09773708521363,45.2267709709135,0,5.05764917949
2021-12-0605:05:00,-15.5748684211,82.2468421053,1018.48653333,2.6261085351661,50.9332075548401,0,5.12391514561
2021-12-0605:10:00,-15.571032967,82.6836043956,1018.4879,2.38369863552421,42.15363630841,0,5.18098930356
2021-12-0605:15:00,-15.7386184211,82.6102192982,1018.54416667,3.12798368746191,42.9418864214156,0,4.99164671791
2021-12-0605:20:00,-15.7386813187,82.9134725275,1018.53856667,2.61015318414882,52.6044388835291,0,4.84015514896
2021-12-0605:25:00,-15.7118859649,82.7384649123,1018.48146667,2.61745131380488,63.808011705818,0,5.0517044229
2021-12-0605:30:00,-15.6923026316,82.6075657895,1018.4275,2.39989334904815,56.1585749269741,0,5.10516632793
2021-12-0605:35:00,-15.6623516484,82.6653626374,1018.4488,2.17645848634376,37.1955425468736,0,5.12283698055
2021-12-0605:40:00,-15.7477192982,82.4033552632,1018.42823333,3.47945986587511,42.5595843831435,0,5.11976057847
2021-12-0605:45:00,-15.7558021978,82.4377362637,1018.42803333,2.21437894668322,62.6608954376369,0,5.0137452432
2021-12-0605:50:00,-15.7372368421,82.4199780702,1018.44428571,3.16788744122606,34.25942394739,0,4.83875669712
2021-12-0605:55:00,-15.7558461538,82.6286153846,1018.49933333,2.89758991295879,37.6757313066708,0,4.79339384121
2021-12-0606:00:00,-15.8108333333,82.5289912281,1018.48556667,3.47514655699144,42.2626631436224,0,4.24437648136
2021-12-0606:05:00,-15.8731868132,82.6636263736,1018.50613333,3.46211314029171,51.2723035117926,0,4.12360886639
2021-12-0606:10:00,-15.799254386,82.7897587719,1018.5601,2.72809994707855,48.9824549363975,0,4.33797912815
2021-12-0606:15:00,-15.7945934066,82.7027692308,1018.61083333,2.45149503818022,53.2798376678594,0,4.31376235971
2021-12-0606:20:00,-15.7779824561,82.3792763158,1018.6111,2.93189131546421,51.2002325187628,0,4.44433360743
2021-12-0606:25:00,-15.798004386,82.1774561404,1018.59993333,2.81369484897083,46.212121514422,0,4.26596045695
2021-12-0606:30:00,-15.7944835165,82.2213406593,1018.61026667,2.02901583070463,74.1761081247737,0,4.49430168392
2021-12-0606:35:00,-15.727010989,82.4036263736,1018.5791,1.94776012941433,49.9460678372687,0,4.40229430438
2021-12-0606:40:00,-15.7928947368,82.3897587719,1018.56236667,2.6081137552544,38.9581522789409,0,4.44523306494
2021-12-0606:45:00,-15.7327472527,82.7826813187,1018.56566667,2.01206482113386,33.6389947432785,0,4.35754043475
2021-12-0606:50:00,-15.7279385965,82.2267324561,1018.55366667,2.24413263164252,75.4565516651616,0,4.51216556855
2021-12-0606:55:00,-15.744021978,82.1006373626,1018.5001,2.07285125990613,71.2798063851906,0,4.51396623178
2021-12-0607:00:00,-15.7913377193,82.0069517544,1018.47306667,3.0236135199251,76.852246222784,0,4.45913171137
2021-12-0607:05:00,-15.8501973684,81.9024122807,1018.48323333,2.84097194073711,65.6483736494705,0,4.46233638567
2021-12-0607:10:00,-15.9065274725,81.6217802198,1018.48403333,2.89971287641121,72.0454012396495,0,4.32126798387
2021-12-0607:15:00,-15.8969298246,81.8080263158,1018.49478405,2.75102148730451,61.3804260308102,0,4.47867653033
2021-12-0607:20:00,-15.9430482456,81.7965570175,1018.4984,2.56356279381786,68.8121205949216,0,4.0056045148
2021-12-0607:25:00,-15.9953406593,81.8053846154,1018.5008,3.40739775015741,58.7362340833631,0,2.92886729465
2021-12-0607:30:00,-15.972967033,82.089978022,1018.59673333,2.75245347374645,41.5698224674526,0,4.19183135528
2021-12-0607:35:00,-15.9770614035,81.9030263158,1018.62266667,3.00436264478656,49.122590647488,0,4.2568491154
2021-12-0607:40:00,-15.9689912281,82.0174342105,1018.58856667,2.30889804435712,60.1252548598241,0,4.17947062867
2021-12-0607:45:00,-15.9403076923,81.9293186813,1018.62956667,2.66094402600165,48.1955881914116,0,3.92789127602
2021-12-0607:50:00,-15.9981798246,81.9036403509,1018.6671,3.41903440178006,47.4291082955207,0,4.14012508482
2021-12-0607:55:00,-16.0157362637,82.0645934066,1018.6722,3.57135025284166,49.3203851543833,0,4.18021128752
2021-12-0608:00:00,-15.9997807018,82.1285745614,1018.63196667,3.1624848669818,49.6036329975657,0,4.08245187149
2021-12-0608:05:00,-15.9424615385,82.1956043956,1018.64813333,2.49185000937779,56.061221453423,0,3.95526497046
2021-12-0608:10:00,-15.9318640351,82.0731140351,1018.71863333,2.98846343193752,63.9459018455492,0,3.63603475827
2021-12-0608:15:00,-15.8961184211,82.1320833333,1018.75393333,2.41842505959249,77.9557526505576,0,4.07887415921
2021-12-0608:20:00,-15.9245833333,82.1282017544,1018.76086667,2.7052199186564,72.6172657438589,0,4.29758010143
2021-12-0608:25:00,-15.9427412281,82.1766008772,1018.78343333,3.1816824602476,48.4708579731444,0,4.25224256022
2021-12-0608:30:00,-15.8677631579,82.2454824561,1018.83346667,2.46657447559983,58.9436551065458,0,4.6383575069
2021-12-0608:35:00,-15.9558681319,81.9532087912,1018.84713333,3.02707384490369,46.7421908041276,0,5.4490077768
2021-12-0608:40:00,-15.9908114035,82.0796052632,1018.88584718,3.15865690393964,52.5440420509384,0,5.96242708088
2021-12-0608:45:00,-15.9206578947,82.2807894737,1018.9056,2.04767977953436,63.393758852936,0,6.01314113956
